bug_ref,ticket_ref,cluster,symptom_family,rc_guess,status,tester_quote,notes
TAL-01384#1,TAL-01384,chart_core_ui,slow-interaction,RC-1,resolved,"Don't let me be able to use shortcuts while I'm in settings, like undo.",auto-split: one bug per short thread
TAL-01385#1,TAL-01385,chart_core_ui,slow-interaction,RC-1,resolved,ما بتظهر كل الاعدادات لما اضغط مرتين وتكون الادة قريبة من الشريط السفلي كل الادوات نفس المشكلة,auto-split: one bug per short thread
TAL-01407#1,TAL-01407,chart_core_ui,slow-interaction,RC-1,pending,"OHLC is small and needs a little expansion. When the crossover is on a green candle, it will turn green. When it's on a red candle, it will turn red. Regarding the change that occurs from the candle's opening to its closing, when it's red i",auto-split: one bug per short thread
TAL-01408#1,TAL-01408,chart_core_ui,quick-menu-defect,RC-1,resolved,"When I click on the blue dots, the quick menu doesn't appear. It should appear when I click",auto-split: one bug per short thread
TAL-01409#1,TAL-01409,chart_core_ui,quick-menu-defect,RC-1,resolved,"When I click on the blue dots, the quick menu doesn't appear. It should appear when I click",auto-split: one bug per short thread
TAL-01410#1,TAL-01410,chart_core_ui,quick-menu-defect,RC-1,resolved,"When I click on the blue dots, the quick menu doesn't appear. It should appear when I click",auto-split: one bug per short thread
TAL-01411#1,TAL-01411,chart_core_ui,quick-menu-defect,RC-1,resolved,"When I click on the blue dots, the quick menu doesn't appear. It should appear when I click",auto-split: one bug per short thread
TAL-01413#1,TAL-01413,chart_core_ui,slow-interaction,RC-1,resolved,"You don't need to press the arrow to delete, hide, or activate the magnet. Just set it to a primary option; when you press it, it will activate. For example: Delete: Set ""Delete everything primary."" Hide: Set ""Hide everything primary."" Magn",auto-split: one bug per short thread
TAL-01414#1,TAL-01414,chart_core_ui,first-click-fails,RC-1,resolved,"The first time it moves one candle at a time, but then it starts moving two candles at a time.",auto-split: one bug per short thread
TAL-01446#1,TAL-01446,chart_core_ui,slow-interaction,RC-1,resolved,"Each candle on timeframes of 1H and above intersects with the vertical grid line, while on timeframes below 1H, not all candles align or intersect with the vertical grid lines",auto-split: one bug per short thread
TAL-01450#1,TAL-01450,chart_core_ui,drag-mis-anchor,RC-3,resolved,"Normal crosshair movement should remain unchanged across all charts. Snap should only affect drawing operations. The other charts should synchronize their snap position according to the active chart and the selected candle reference (Open, ",auto-split: one bug per short thread
TAL-01452#1,TAL-01452,chart_core_ui,drag-mis-anchor,RC-3,resolved,"When dragging the chart forward, the other chart starts repeatedly moving up and down",auto-split: one bug per short thread
TAL-01494#1,TAL-01494,chart_core_ui,slow-interaction,RC-1,open,لما اضغط مرتين على النقاط الزرقاء بتظهر الاعدادات لجزء من الثانية وتختفي,auto-split: one bug per short thread
TAL-01547#1,TAL-01547,chart_core_ui,slow-interaction,RC-1,resolved,"When I add a new journal source, it remains linked to the old source, but the new one is visible.",auto-split: one bug per short thread
TAL-01548#1,TAL-01548,chart_core_ui,slow-interaction,RC-1,resolved,Enabling or disabling this option makes no difference,auto-split: one bug per short thread
TAL-00043#1,TAL-00043,drawing_tools,label-mis-anchor,RC-3,user_replied,Labels (Price & Time) in highlighter not works,auto-split: one bug per short thread
TAL-00054#1,TAL-00054,drawing_tools,drag-mis-anchor,RC-3,user_replied,- the Style of line doesn't work,auto-split: one bug per short thread
TAL-00055#1,TAL-00055,drawing_tools,quick-menu-defect,RC-1,user_replied,labels : time & price not have background,auto-split: one bug per short thread
TAL-00106#1,TAL-00106,drawing_tools,first-click-fails,RC-1,user_replied,Background don't work,auto-split: one bug per short thread
TAL-00117#1,TAL-00117,drawing_tools,first-click-fails,RC-1,user_replied,Extend Right does not work on first click,
TAL-00117#2,TAL-00117,drawing_tools,first-click-fails,RC-1,user_replied,Pearson's R toggle does not work on first click,
TAL-00117#3,TAL-00117,drawing_tools,visibility-toggle,RC-2,user_replied,Middle line hide toggle does not hide line on click,
TAL-00117#4,TAL-00117,drawing_tools,first-click-fails,RC-1,user_replied,Upper/Lower background toggles do not work on first click,
TAL-00117#5,TAL-00117,drawing_tools,first-click-fails,RC-1,user_replied,Labels toggle does not work on first click,
TAL-00117#6,TAL-00117,drawing_tools,drag-mis-anchor,RC-3,user_replied,Regression channel can be dragged past last candle,
TAL-00117#7,TAL-00117,drawing_tools,first-click-fails,RC-1,user_replied,Style menu options require double-click + OK to apply,
TAL-00117#8,TAL-00117,drawing_tools,first-click-fails,RC-1,user_replied,Input deviation value requires multiple entries to stick,
TAL-00117#9,TAL-00117,drawing_tools,first-click-fails,RC-1,user_replied,Apply default in template does not update input values,
TAL-00117#10,TAL-00117,drawing_tools,label-mis-anchor,RC-3,user_replied,Price label at placement point instead of midline start/end,
TAL-00117#11,TAL-00117,drawing_tools,first-click-fails,RC-1,user_replied,Input source dropdown does not change on first try,
TAL-00117#12,TAL-00117,drawing_tools,first-click-fails,RC-1,user_replied,Apply default does not refresh input field values,
TAL-00123#1,TAL-00123,drawing_tools,first-click-fails,RC-1,user_replied,input > Show price don't work,auto-split: one bug per short thread
TAL-00148#1,TAL-00148,drawing_tools,first-click-fails,RC-1,user_replied,in Style > Value and Percent don't work,auto-split: one bug per short thread
TAL-00150#1,TAL-00150,drawing_tools,first-click-fails,RC-1,user_replied,In Style > Levels Value and Percent don't work,auto-split: one bug per short thread
TAL-00156#1,TAL-00156,drawing_tools,label-mis-anchor,RC-3,user_replied,"If I click once on any option in style or text, the change will not be applied unless I click more than once.",auto-split: one bug per short thread
TAL-00226#1,TAL-00226,drawing_tools,first-click-fails,RC-1,user_replied,Tools don't work fron first click,auto-split: one bug per short thread
TAL-00228#1,TAL-00228,drawing_tools,selection-menu-desync,RC-1,user_replied,Cannot edit/drag Fib timezone after placement; chart pan blocked over tool,
TAL-00228#2,TAL-00228,drawing_tools,quick-menu-defect,RC-1,user_replied,Quick menu only dismisses when clicking far from menu,
TAL-00228#3,TAL-00228,drawing_tools,stuck-until-click,RC-2,user_replied,Tool drawn after last candle does not appear,
TAL-00228#4,TAL-00228,drawing_tools,first-click-fails,RC-1,user_replied,Style/input toggles require multiple clicks on first use,
TAL-00228#5,TAL-00228,drawing_tools,quick-menu-defect,RC-1,user_replied,Labels controls split across Style and Input menus inconsistently,
TAL-00228#6,TAL-00228,drawing_tools,quick-menu-defect,RC-1,user_replied,Cannot enter negative level values below zero,
TAL-00228#7,TAL-00228,drawing_tools,quick-menu-defect,RC-1,user_replied,Level stepper cannot go below level 1,
TAL-00228#8,TAL-00228,drawing_tools,drag-mis-anchor,RC-3,user_replied,Vertical fib levels cannot be moved after placement,
TAL-00228#9,TAL-00228,drawing_tools,stuck-until-click,RC-2,user_replied,Vertical tool hidden when drawn in same grid cell background,
TAL-00228#10,TAL-00228,drawing_tools,label-mis-anchor,RC-3,user_replied,Level numbers misaligned when repositioning levels,Arabic: moving level up shows line in middle; below hides numbers
TAL-00228#11,TAL-00228,drawing_tools,quick-menu-defect,RC-1,user_replied,Apply default + immediate widget delete does not persist changes,
TAL-00246#1,TAL-00246,drawing_tools,quick-menu-defect,RC-1,user_replied,The settings menu doesn't appear when I click on the line. I have to click on the widget itself for the menu to appear.,auto-split: one bug per short thread
TAL-00248#1,TAL-00248,drawing_tools,first-click-fails,RC-1,user_replied,this tool don't work from first click,auto-split: one bug per short thread
TAL-00252#1,TAL-00252,drawing_tools,slow-interaction,RC-1,user_replied,This button don't work & this button in style and input,auto-split: one bug per short thread
TAL-00253#1,TAL-00253,drawing_tools,first-click-fails,RC-1,user_replied,theis tool don't work from first click,auto-split: one bug per short thread
TAL-00257#1,TAL-00257,drawing_tools,first-click-fails,RC-1,user_replied,this tool don't work from first click,auto-split: one bug per short thread
TAL-00259#1,TAL-00259,drawing_tools,first-click-fails,RC-1,user_replied,if i enabled Background from style then delete the tool and draw it again< this button don't work from first click,auto-split: one bug per short thread
TAL-00271#1,TAL-00271,drawing_tools,first-click-fails,RC-1,user_replied,Gann fan controls do not work on first click,
TAL-00271#2,TAL-00271,drawing_tools,label-mis-anchor,RC-3,user_replied,Level numbers move when panning chart right,
TAL-00271#3,TAL-00271,drawing_tools,first-click-fails,RC-1,user_replied,Cannot delete/edit numbers or add levels on first click,
TAL-00271#4,TAL-00271,drawing_tools,quick-menu-defect,RC-1,user_replied,Saved settings not applied when drawing second Gann fan,
TAL-00271#5,TAL-00271,drawing_tools,visibility-toggle,RC-2,user_replied,Part of Gann fan disappears when panning to chart right edge,
TAL-00271#6,TAL-00271,drawing_tools,quick-menu-defect,RC-1,user_replied,Apply default glitches font thickness and background toggle state,
TAL-00271#7,TAL-00271,drawing_tools,quick-menu-defect,RC-1,user_replied,Missing level controls compared to Gann box tool,
TAL-00271#8,TAL-00271,drawing_tools,visibility-toggle,RC-2,user_replied,Apply default hides price/time labels despite being enabled,
TAL-00271#9,TAL-00271,drawing_tools,label-mis-anchor,RC-3,user_replied,Fibonacci-style level numbers follow chart pan instead of anchoring to blue points,Arabic: same as fib — numbers move with chart
TAL-00271#10,TAL-00271,drawing_tools,label-mis-anchor,RC-3,user_replied,Level numbers must stay fixed at anchor points while panning,
TAL-00273#1,TAL-00273,drawing_tools,quick-menu-defect,RC-1,user_replied,backround tool not work,auto-split: one bug per short thread
TAL-00276#1,TAL-00276,drawing_tools,first-click-fails,RC-1,user_replied,"If I draw the tool for the first time, it won't look like a note because there's no line or anything; it will appear as regular text.",auto-split: one bug per short thread
TAL-00281#1,TAL-00281,drawing_tools,stuck-until-click,RC-2,user_replied,this don't work,auto-split: one bug per short thread
TAL-00283#1,TAL-00283,drawing_tools,quick-menu-defect,RC-1,user_replied,when choose the white backgroung and text color the text won't be white,auto-split: one bug per short thread
TAL-00285#1,TAL-00285,drawing_tools,stuck-until-click,RC-2,user_replied,"When I type and move the tool, it glitches.",auto-split: one bug per short thread
TAL-00289#1,TAL-00289,drawing_tools,stuck-until-click,RC-2,user_replied,"When I select a specific color in the Style menu and then move to another option in the menu, the color option remains stuck on the screen.",auto-split: one bug per short thread
TAL-00292#1,TAL-00292,drawing_tools,label-mis-anchor,RC-3,user_replied,"When I click Apply default and try to change the line color, the line and labels are linked together.",auto-split: one bug per short thread
TAL-00296#1,TAL-00296,drawing_tools,stuck-until-click,RC-2,user_replied,when i select a specific colore in the style menu and then move to another option in the menu the colore option remains stuck on the screen,auto-split: one bug per short thread
TAL-00301#1,TAL-00301,drawing_tools,first-click-fails,RC-1,user_replied,when click on this the tool disappear,auto-split: one bug per short thread
TAL-00321#1,TAL-00321,drawing_tools,first-click-fails,RC-1,user_replied,these don't work from first click,auto-split: one bug per short thread
